city,state,key,lat,lng
Sunset,Florida,SunsetFlorida,25.7061,-80.353
River Falls,Wisconsin,River FallsWisconsin,44.8608,-92.6244
Tiverton,Rhode Island,TivertonRhode Island,41.6091,-71.1742
Fallon,Nevada,FallonNevada,39.4738,-118.7781
King City,California,King CityCalifornia,36.2166,-121.133
Knightdale,North Carolina,KnightdaleNorth Carolina,35.7917,-78.4966
Live Oak,Texas,Live OakTexas,29.5545,-98.3404
Houghton,Michigan,HoughtonMichigan,47.1119,-88.5672
Westport,Massachusetts,WestportMassachusetts,41.5886,-71.0837
Shively,Kentucky,ShivelyKentucky,38.197,-85.8136
Parma,New York,ParmaNew York,43.2651,-77.7968
Groves,Texas,GrovesTexas,29.9457,-93.9164
Southchase,Florida,SouthchaseFlorida,28.3793,-81.3903
West Lealman,Florida,West LealmanFlorida,27.8191,-82.7385
Clearlake,California,ClearlakeCalifornia,38.959,-122.6331
Harrisburg,North Carolina,HarrisburgNorth Carolina,35.3126,-80.649
Pecan Grove,Texas,Pecan GroveTexas,29.6235,-95.7331
Greenwood Village,Colorado,Greenwood VillageColorado,39.6152,-104.9131
Miami,Oklahoma,MiamiOklahoma,36.8877,-94.8718
Hood River,Oregon,Hood RiverOregon,45.7092,-121.5258
Los Osos,California,Los OsosCalifornia,35.3068,-120.8249
Cutlerville,Michigan,CutlervilleMichigan,42.8406,-85.6739
Washougal,Washington,WashougalWashington,45.5812,-122.3433
Overland,Missouri,OverlandMissouri,38.6967,-90.3689
Bellevue,Wisconsin,BellevueWisconsin,44.4593,-87.9554
La Grange,New York,La GrangeNew York,41.6787,-73.8028
Ripon,California,RiponCalifornia,37.7415,-121.1309
Suffield,Connecticut,SuffieldConnecticut,41.9945,-72.6789
Mount Vernon,Illinois,Mount VernonIllinois,38.314,-88.9174
Circleville,Ohio,CirclevilleOhio,39.6063,-82.9334
Elkton,Maryland,ElktonMaryland,39.6067,-75.8209
Stallings,North Carolina,StallingsNorth Carolina,35.109,-80.6594
Long Beach,Mississippi,Long BeachMississippi,30.3608,-89.165
Mount Holly,North Carolina,Mount HollyNorth Carolina,35.3136,-81.0072
Hermitage,Pennsylvania,HermitagePennsylvania,41.2305,-80.4414
Seven Oaks,South Carolina,Seven OaksSouth Carolina,34.0474,-81.1434
Clark,New Jersey,ClarkNew Jersey,40.6203,-74.3135
Narragansett,Rhode Island,NarragansettRhode Island,41.4291,-71.4669
North Reading,Massachusetts,North ReadingMassachusetts,42.5816,-71.0876
Lamont,California,LamontCalifornia,35.2651,-118.9159
Westwood,Massachusetts,WestwoodMassachusetts,42.2202,-71.2106
Sierra Vista Southeast,Arizona,Sierra Vista SoutheastArizona,31.4525,-110.216
Great Falls,Virginia,Great FallsVirginia,39.011,-77.3013
Middleburg Heights,Ohio,Middleburg HeightsOhio,41.3695,-81.8151
Lebanon,Indiana,LebanonIndiana,40.0318,-86.455
Dunn,North Carolina,DunnNorth Carolina,35.3113,-78.6129
Mastic,New York,MasticNew York,40.8098,-72.8479
Clarksdale,Mississippi,ClarksdaleMississippi,34.1971,-90.5729
Duxbury,Massachusetts,DuxburyMassachusetts,42.0465,-70.7139
Pataskala,Ohio,PataskalaOhio,40.011,-82.7155
Grosse Pointe Woods,Michigan,Grosse Pointe WoodsMichigan,42.4366,-82.8987
New Haven,Indiana,New HavenIndiana,41.0673,-85.0233
Ammon,Idaho,AmmonIdaho,43.4746,-111.9568
Washington,New Jersey,WashingtonNew Jersey,40.7587,-74.9825
Discovery Bay,California,Discovery BayCalifornia,37.9071,-121.6076
Alamo,California,AlamoCalifornia,37.8546,-122.0131
Fairburn,Georgia,FairburnGeorgia,33.5496,-84.5914
Great Bend,Kansas,Great BendKansas,38.3593,-98.8015
Newton,Iowa,NewtonIowa,41.6964,-93.0403
Stony Point,New York,Stony PointNew York,41.2592,-74.0112
Pequannock,New Jersey,PequannockNew Jersey,40.9627,-74.3041
Pulaski,Virginia,PulaskiVirginia,37.0528,-80.7624
Cambridge,Minnesota,CambridgeMinnesota,45.5612,-93.2283
Cloverly,Maryland,CloverlyMaryland,39.1065,-76.9993
Carthage,Missouri,CarthageMissouri,37.1503,-94.3225
Canyon,Texas,CanyonTexas,34.9877,-101.9179
Hueytown,Alabama,HueytownAlabama,33.4237,-87.0221
Addison,Texas,AddisonTexas,32.9586,-96.8356
McMinnville,Tennessee,McMinnvilleTennessee,35.6863,-85.7812
Indianola,Iowa,IndianolaIowa,41.3629,-93.5652
Hereford,Texas,HerefordTexas,34.8232,-102.4001
Northview,Michigan,NorthviewMichigan,43.0427,-85.6016
Damascus,Maryland,DamascusMaryland,39.2737,-77.2006
Gantt,South Carolina,GanttSouth Carolina,34.7837,-82.4027
Crowley,Texas,CrowleyTexas,32.578,-97.3584
Blackfoot,Idaho,BlackfootIdaho,43.194,-112.3455
Malta,New York,MaltaNew York,42.9853,-73.7879
Villa Rica,Georgia,Villa RicaGeorgia,33.7305,-84.917
Bay Village,Ohio,Bay VillageOhio,41.4851,-81.9315
Bradley,Illinois,BradleyIllinois,41.1643,-87.8451
Wilmington Island,Georgia,Wilmington IslandGeorgia,32.0036,-80.9752
Hampton,New Hampshire,HamptonNew Hampshire,42.9391,-70.837
Millbrook,Alabama,MillbrookAlabama,32.5035,-86.3728
Lady Lake,Florida,Lady LakeFlorida,28.924,-81.93
Fullerton,Pennsylvania,FullertonPennsylvania,40.6308,-75.4834
Mitchell,South Dakota,MitchellSouth Dakota,43.7296,-98.0337
Milford,New Hampshire,MilfordNew Hampshire,42.8178,-71.6736
Gainesville,Virginia,GainesvilleVirginia,38.7931,-77.6347
Sullivan,New York,SullivanNew York,43.0922,-75.8794
Glasgow,Delaware,GlasgowDelaware,39.6015,-75.7474
East Highland Park,Virginia,East Highland ParkVirginia,37.577,-77.3865
Moreau,New York,MoreauNew York,43.2469,-73.6659
Willow Grove,Pennsylvania,Willow GrovePennsylvania,40.1495,-75.1178
Farmingville,New York,FarmingvilleNew York,40.8389,-73.0401
Niceville,Florida,NicevilleFlorida,30.529,-86.4753
Jamestown,North Dakota,JamestownNorth Dakota,46.9063,-98.6937
Ramsey,New Jersey,RamseyNew Jersey,41.0595,-74.1454
Bennington,Vermont,BenningtonVermont,42.8852,-73.2132
Galion,Ohio,GalionOhio,40.7384,-82.7791
Rio Linda,California,Rio LindaCalifornia,38.6876,-121.4418
Rossville,Maryland,RossvilleMaryland,39.3572,-76.4767
Sterling,Colorado,SterlingColorado,40.6207,-103.1919
Depew,New York,DepewNew York,42.9117,-78.7044
Washington Court House,Ohio,Washington Court HouseOhio,39.5383,-83.4279
Williamstown,New Jersey,WilliamstownNew Jersey,39.6874,-74.9786
Archer Lodge,North Carolina,Archer LodgeNorth Carolina,35.6907,-78.3749
Englewood,Florida,EnglewoodFlorida,26.9603,-82.3535
Weston,Wisconsin,WestonWisconsin,44.8906,-89.5487
Lakeway,Texas,LakewayTexas,30.3547,-97.9854
Waxhaw,North Carolina,WaxhawNorth Carolina,34.9364,-80.7437
Callaway,Florida,CallawayFlorida,30.1346,-85.5572
Taft,California,TaftCalifornia,35.1267,-119.4243
Plainfield,Connecticut,PlainfieldConnecticut,41.6992,-71.8987
Phelan,California,PhelanCalifornia,34.4398,-117.5248
Port Isabel,Texas,Port IsabelTexas,26.0538,-97.2505
Purcellville,Virginia,PurcellvilleVirginia,39.1378,-77.711
Murraysville,North Carolina,MurraysvilleNorth Carolina,34.2919,-77.8429
Mantua,New Jersey,MantuaNew Jersey,39.7618,-75.1686
Troy,Missouri,TroyMissouri,38.9708,-90.9714
Lake Geneva,Wisconsin,Lake GenevaWisconsin,42.5825,-88.4282
Aldine,Texas,AldineTexas,29.9122,-95.3785
Hartford,Wisconsin,HartfordWisconsin,43.322,-88.3782
Longwood,Florida,LongwoodFlorida,28.7014,-81.3487
Vandalia,Ohio,VandaliaOhio,39.8791,-84.193
Powder Springs,Georgia,Powder SpringsGeorgia,33.866,-84.6839
Thompson,New York,ThompsonNew York,41.6474,-74.6745
World Golf Village,Florida,World Golf VillageFlorida,29.9653,-81.4898
Fort Carson,Colorado,Fort CarsonColorado,38.7403,-104.7841
Red Hill,South Carolina,Red HillSouth Carolina,33.7778,-79.0111
La Grande,Oregon,La GrandeOregon,45.3242,-118.0865
Mountain House,California,Mountain HouseCalifornia,37.774,-121.5452
Andrews,Texas,AndrewsTexas,32.3208,-102.552
Las Vegas,New Mexico,Las VegasNew Mexico,35.6011,-105.2206
Yazoo City,Mississippi,Yazoo CityMississippi,32.8618,-90.4067
Mebane,North Carolina,MebaneNorth Carolina,36.0876,-79.2756
Flowing Wells,Arizona,Flowing WellsArizona,32.2937,-111.011
Berea,South Carolina,BereaSouth Carolina,34.8802,-82.4653
College Park,Georgia,College ParkGeorgia,33.6364,-84.464
Seekonk,Massachusetts,SeekonkMassachusetts,41.8379,-71.3174
Cleveland,Mississippi,ClevelandMississippi,33.744,-90.7285
Jackson,Missouri,JacksonMissouri,37.3794,-89.6525
Dumas,Texas,DumasTexas,35.8613,-101.9642
Ledyard,Connecticut,LedyardConnecticut,41.44,-72.0167
Northborough,Massachusetts,NorthboroughMassachusetts,42.3232,-71.6462
Cambridge,Ohio,CambridgeOhio,40.0221,-81.5868
Belchertown,Massachusetts,BelchertownMassachusetts,42.2787,-72.4004
Tonawanda,New York,TonawandaNew York,43.0105,-78.8805
Tenafly,New Jersey,TenaflyNew Jersey,40.9175,-73.9531
New Freedom,Pennsylvania,New FreedomPennsylvania,39.7353,-76.6967
Kerman,California,KermanCalifornia,36.7249,-120.0625
Chubbuck,Idaho,ChubbuckIdaho,42.9226,-112.4704
Buford,Georgia,BufordGeorgia,34.1187,-83.9915
Whitman,Massachusetts,WhitmanMassachusetts,42.08,-70.9399
Hartsville,South Carolina,HartsvilleSouth Carolina,34.3679,-80.0829
New River,Arizona,New RiverArizona,33.8835,-112.0858
Bedford,Indiana,BedfordIndiana,38.8602,-86.4895
Tolland,Connecticut,TollandConnecticut,41.8786,-72.3648
Brooklyn Park,Maryland,Brooklyn ParkMaryland,39.217,-76.6174
Bellair-Meadowbrook Terrace,Florida,Bellair-Meadowbrook TerraceFlorida,30.1796,-81.7375
Hugo,Minnesota,HugoMinnesota,45.1671,-92.9588
Graham,North Carolina,GrahamNorth Carolina,36.0596,-79.3898
Sun Lakes,Arizona,Sun LakesArizona,33.2172,-111.8695
Park City,Utah,Park CityUtah,40.6505,-111.502
Coto de Caza,California,Coto de CazaCalifornia,33.5961,-117.5862
Beech Grove,Indiana,Beech GroveIndiana,39.7153,-86.087
Alpine,California,AlpineCalifornia,32.8439,-116.7585
Hershey,Pennsylvania,HersheyPennsylvania,40.2806,-76.6458
Canton,Mississippi,CantonMississippi,32.5976,-90.0315
Bradley Gardens,New Jersey,Bradley GardensNew Jersey,40.5711,-74.6678
Mastic Beach,New York,Mastic BeachNew York,40.7679,-72.8375
Boulder City,Nevada,Boulder CityNevada,35.8407,-114.9257
Harrison,Ohio,HarrisonOhio,39.2571,-84.7882
Exeter,New Hampshire,ExeterNew Hampshire,42.9901,-70.9646
Henderson,Texas,HendersonTexas,32.1576,-94.796
Sulphur Springs,Texas,Sulphur SpringsTexas,33.1421,-95.6124
Thibodaux,Louisiana,ThibodauxLouisiana,29.7941,-90.8163
Forest City,Florida,Forest CityFlorida,28.6619,-81.4443
Azalea Park,Florida,Azalea ParkFlorida,28.5474,-81.2956
Yankton,South Dakota,YanktonSouth Dakota,42.8901,-97.3926
Hayden,Idaho,HaydenIdaho,47.7679,-116.8039
El Dorado,Kansas,El DoradoKansas,37.8209,-96.8614
Astoria,Oregon,AstoriaOregon,46.1856,-123.8053
Campbellsville,Kentucky,CampbellsvilleKentucky,37.3446,-85.351
Branchburg,New Jersey,BranchburgNew Jersey,40.5629,-74.714
Jennings,Missouri,JenningsMissouri,38.723,-90.2643
Chaparral,New Mexico,ChaparralNew Mexico,32.0442,-106.4061
Worthington,Ohio,WorthingtonOhio,40.0949,-83.021
Connersville,Indiana,ConnersvilleIndiana,39.6582,-85.141
Pleasanton,Texas,PleasantonTexas,28.9643,-98.4957
Colesville,Maryland,ColesvilleMaryland,39.073,-77.0009
Oldsmar,Florida,OldsmarFlorida,28.0507,-82.6697
Fraser,Michigan,FraserMichigan,42.5388,-82.9496
London,Ohio,LondonOhio,39.8936,-83.4375
West Richland,Washington,West RichlandWashington,46.3115,-119.3997
Fort Mohave,Arizona,Fort MohaveArizona,35.0004,-114.5748
Kings Park West,Virginia,Kings Park WestVirginia,38.8151,-77.296
Saraland,Alabama,SaralandAlabama,30.8457,-88.099
Swampscott,Massachusetts,SwampscottMassachusetts,42.4757,-70.9068
Horsham,Pennsylvania,HorshamPennsylvania,40.1825,-75.1387
Mount Washington,Kentucky,Mount WashingtonKentucky,38.043,-85.5553
Wilbraham,Massachusetts,WilbrahamMassachusetts,42.127,-72.4308
Franklin Park,Pennsylvania,Franklin ParkPennsylvania,40.5903,-80.0999
Warren,Pennsylvania,WarrenPennsylvania,41.8433,-79.1445
South Venice,Florida,South VeniceFlorida,27.0435,-82.4152
Jefferson Valley-Yorktown,New York,Jefferson Valley-YorktownNew York,41.3179,-73.8007
Manorville,New York,ManorvilleNew York,40.8575,-72.7915
Johnson City,New York,Johnson CityNew York,42.123,-75.9624
Fostoria,Ohio,FostoriaOhio,41.1602,-83.412
Tehachapi,California,TehachapiCalifornia,35.127,-118.475
Gonzalez,Florida,GonzalezFlorida,30.5822,-87.2906
Holliston,Massachusetts,HollistonMassachusetts,42.1977,-71.445
Pewaukee,Wisconsin,PewaukeeWisconsin,43.0701,-88.2411
Lindenhurst,Illinois,LindenhurstIllinois,42.4175,-88.0257
Phillipsburg,New Jersey,PhillipsburgNew Jersey,40.6895,-75.1821
El Sobrante,California,El SobranteCalifornia,33.8724,-117.4624
Toppenish,Washington,ToppenishWashington,46.3807,-120.3125
Oak Park,California,Oak ParkCalifornia,34.1849,-118.7669
Hanover,New Jersey,HanoverNew Jersey,40.8197,-74.4287
Hewitt,Texas,HewittTexas,31.4519,-97.1961
Beekman,New York,BeekmanNew York,41.6042,-73.6945
Crowley,Louisiana,CrowleyLouisiana,30.2175,-92.3752
Pineville,Louisiana,PinevilleLouisiana,31.3414,-92.4096
Jacksonville,Texas,JacksonvilleTexas,31.9642,-95.2617
Tamaqua,Pennsylvania,TamaquaPennsylvania,40.8033,-75.9344
Miami Springs,Florida,Miami SpringsFlorida,25.8195,-80.2894
Salida,California,SalidaCalifornia,37.7145,-121.087
Gramercy,Louisiana,GramercyLouisiana,30.061,-90.6929
Payson,Arizona,PaysonArizona,34.2434,-111.3195
Wauchula,Florida,WauchulaFlorida,27.5469,-81.8103
Royal Kunia,Hawaii,Royal KuniaHawaii,21.4053,-158.0318
Whitewater,Wisconsin,WhitewaterWisconsin,42.8372,-88.734
Hartselle,Alabama,HartselleAlabama,34.4391,-86.9401
College,Alaska,CollegeAlaska,64.8694,-147.8217
Pomfret,New York,PomfretNew York,42.4029,-79.3534
Mineral Wells,Texas,Mineral WellsTexas,32.8169,-98.0776
Mill Valley,California,Mill ValleyCalifornia,37.9085,-122.542
Metuchen,New Jersey,MetuchenNew Jersey,40.5424,-74.3628
Iona,Florida,IonaFlorida,26.516,-81.9601
Windham,New Hampshire,WindhamNew Hampshire,42.8076,-71.2995
Hanover,Massachusetts,HanoverMassachusetts,42.1224,-70.8566
Red Wing,Minnesota,Red WingMinnesota,44.5816,-92.6036
Cambridge,Maryland,CambridgeMaryland,38.5515,-76.0787
Hobe Sound,Florida,Hobe SoundFlorida,27.0729,-80.1425
East Bridgewater,Massachusetts,East BridgewaterMassachusetts,42.0352,-70.9424
Hollins,Virginia,HollinsVirginia,37.3434,-79.9535
Washington,Missouri,WashingtonMissouri,38.5514,-91.0151
Greensburg,Pennsylvania,GreensburgPennsylvania,40.3113,-79.5444
Hopatcong,New Jersey,HopatcongNew Jersey,40.9541,-74.6593
Paradise Valley,Arizona,Paradise ValleyArizona,33.5434,-111.9595
Oil City,Pennsylvania,Oil CityPennsylvania,41.4282,-79.7035
Beacon,New York,BeaconNew York,41.5036,-73.9655
Robbinsville,New Jersey,RobbinsvilleNew Jersey,40.222,-74.591
Elk Plain,Washington,Elk PlainWashington,47.0448,-122.3671
North Branford,Connecticut,North BranfordConnecticut,41.3645,-72.7769
St. Simons,Georgia,St. SimonsGeorgia,31.1774,-81.3857
Antioch,Illinois,AntiochIllinois,42.4742,-88.0721
Deming,New Mexico,DemingNew Mexico,32.2631,-107.7525
Sweden,New York,SwedenNew York,43.1791,-77.9406
Dentsville,South Carolina,DentsvilleSouth Carolina,34.0754,-80.9546
Camden,South Carolina,CamdenSouth Carolina,34.2565,-80.6087
Moorestown-Lenola,New Jersey,Moorestown-LenolaNew Jersey,39.9659,-74.9643
Black Forest,Colorado,Black ForestColorado,39.0608,-104.6752
Lebanon,Missouri,LebanonMissouri,37.6718,-92.6603
New Franklin,Ohio,New FranklinOhio,40.9525,-81.5838
Greendale,Wisconsin,GreendaleWisconsin,42.937,-88.0018
Cahokia,Illinois,CahokiaIllinois,38.5649,-90.1792
Ionia,Michigan,IoniaMichigan,42.9772,-85.0727
Livingston,California,LivingstonCalifornia,37.3875,-120.7248
Raymondville,Texas,RaymondvilleTexas,26.4759,-97.7769
Grovetown,Georgia,GrovetownGeorgia,33.4504,-82.2073
Bedford,Massachusetts,BedfordMassachusetts,42.497,-71.2783
Harrison,Arkansas,HarrisonArkansas,36.2438,-93.1198
Shawangunk,New York,ShawangunkNew York,41.6335,-74.2654
Effingham,Illinois,EffinghamIllinois,39.1207,-88.5509
New Fairfield,Connecticut,New FairfieldConnecticut,41.488,-73.4882
Cayce,South Carolina,CayceSouth Carolina,33.9458,-81.0433
Mashpee,Massachusetts,MashpeeMassachusetts,41.6178,-70.4908
Mountain Home,Arkansas,Mountain HomeArkansas,36.3349,-92.3846
Covington,Georgia,CovingtonGeorgia,33.6049,-83.8465
Chippewa Falls,Wisconsin,Chippewa FallsWisconsin,44.9359,-91.3902
Middlesborough,Kentucky,MiddlesboroughKentucky,36.6127,-83.7227
Southern Pines,North Carolina,Southern PinesNorth Carolina,35.1921,-79.4042
Lockhart,Florida,LockhartFlorida,28.6271,-81.4354
Ferndale,Washington,FerndaleWashington,48.8525,-122.5893
Conway,Florida,ConwayFlorida,28.4968,-81.3316
Muscle Shoals,Alabama,Muscle ShoalsAlabama,34.7435,-87.6343
Cromwell,Connecticut,CromwellConnecticut,41.6122,-72.6638
Cherry Hill Mall,New Jersey,Cherry Hill MallNew Jersey,39.9384,-75.0117
Jericho,New York,JerichoNew York,40.7875,-73.5416
Centerton,Arkansas,CentertonArkansas,36.3559,-94.2972
Port Orchard,Washington,Port OrchardWashington,47.5164,-122.661
Grain Valley,Missouri,Grain ValleyMissouri,39.0166,-94.2086
Brandermill,Virginia,BrandermillVirginia,37.434,-77.6522
Beach Park,Illinois,Beach ParkIllinois,42.4261,-87.8584
Bridgetown,Ohio,BridgetownOhio,39.1551,-84.6359
Dennis,Massachusetts,DennisMassachusetts,41.7064,-70.1644
Hooksett,New Hampshire,HooksettNew Hampshire,43.0709,-71.4365
East Wenatchee,Washington,East WenatcheeWashington,47.4172,-120.2809
Lakeland South,Washington,Lakeland SouthWashington,47.2784,-122.2831
Orange,Connecticut,OrangeConnecticut,41.2827,-73.0272
Calera,Alabama,CaleraAlabama,33.125,-86.7451
Canton,Illinois,CantonIllinois,40.5632,-90.0409
Douglas,Georgia,DouglasGeorgia,31.5065,-82.8543
Hendersonville,North Carolina,HendersonvilleNorth Carolina,35.3241,-82.4578
Hickory Hills,Illinois,Hickory HillsIllinois,41.7248,-87.8281
Big Rapids,Michigan,Big RapidsMichigan,43.6992,-85.4806
Hidalgo,Texas,HidalgoTexas,26.108,-98.2481
Fort Lewis,Washington,Fort LewisWashington,47.0955,-122.5672
Hot Springs Village,Arkansas,Hot Springs VillageArkansas,34.6568,-92.9644
Springdale,New Jersey,SpringdaleNew Jersey,39.8769,-74.9723
Mount Dora,Florida,Mount DoraFlorida,28.8143,-81.6344
Lewisville,North Carolina,LewisvilleNorth Carolina,36.103,-80.4164
Gardendale,Alabama,GardendaleAlabama,33.6679,-86.8068
Oxford,Massachusetts,OxfordMassachusetts,42.1286,-71.8665
Druid Hills,Georgia,Druid HillsGeorgia,33.7843,-84.3273
Baraboo,Wisconsin,BarabooWisconsin,43.4697,-89.7378
Glasgow,Kentucky,GlasgowKentucky,37.0047,-85.9263
Conneaut,Ohio,ConneautOhio,41.9278,-80.5685
Allouez,Wisconsin,AllouezWisconsin,44.4721,-88.0261
Ephrata,Pennsylvania,EphrataPennsylvania,40.1811,-76.1812
Rantoul,Illinois,RantoulIllinois,40.3031,-88.1549
Levelland,Texas,LevellandTexas,33.5806,-102.3636
Middlesex,New Jersey,MiddlesexNew Jersey,40.5744,-74.5011
Broadlands,Virginia,BroadlandsVirginia,39.0168,-77.5167
Clinton,Massachusetts,ClintonMassachusetts,42.4119,-71.6888
Greenlawn,New York,GreenlawnNew York,40.863,-73.3642
Clewiston,Florida,ClewistonFlorida,26.7529,-80.9399
Raynham,Massachusetts,RaynhamMassachusetts,41.9312,-71.0437
Hazel Crest,Illinois,Hazel CrestIllinois,41.5732,-87.6899
Wixom,Michigan,WixomMichigan,42.5244,-83.5346
Steamboat Springs,Colorado,Steamboat SpringsColorado,40.4774,-106.8233
Arcadia,New York,ArcadiaNew York,43.0871,-77.0857
Fort Drum,New York,Fort DrumNew York,44.0451,-75.7847
Uxbridge,Massachusetts,UxbridgeMassachusetts,42.0593,-71.638
Glenpool,Oklahoma,GlenpoolOklahoma,35.9484,-96.0052
Ipswich,Massachusetts,IpswichMassachusetts,42.6857,-70.8399
River Ridge,Louisiana,River RidgeLouisiana,29.9593,-90.2202
Ocean View,Delaware,Ocean ViewDelaware,38.5357,-75.0991
Teays Valley,West Virginia,Teays ValleyWest Virginia,38.4482,-81.9239
Wood Dale,Illinois,Wood DaleIllinois,41.9665,-87.9808
Sharonville,Ohio,SharonvilleOhio,39.2825,-84.4069
Maumee,Ohio,MaumeeOhio,41.5696,-83.6636
Hutchinson,Minnesota,HutchinsonMinnesota,44.8856,-94.3768
Destin,Florida,DestinFlorida,30.395,-86.4701
Thomaston,Georgia,ThomastonGeorgia,32.8908,-84.3272
Waunakee,Wisconsin,WaunakeeWisconsin,43.1833,-89.4433
North Mankato,Minnesota,North MankatoMinnesota,44.1814,-94.0386
Elizabethton,Tennessee,ElizabethtonTennessee,36.3367,-82.2369
Thonotosassa,Florida,ThonotosassaFlorida,28.0464,-82.291
Moberly,Missouri,MoberlyMissouri,39.419,-92.4365
Wauconda,Illinois,WaucondaIllinois,42.2748,-88.1359
Whitehall,Pennsylvania,WhitehallPennsylvania,40.3602,-79.9898
Sauk Rapids,Minnesota,Sauk RapidsMinnesota,45.598,-94.154
West Freehold,New Jersey,West FreeholdNew Jersey,40.2324,-74.2943
Wayland,Massachusetts,WaylandMassachusetts,42.3585,-71.3594
Seabrook,Texas,SeabrookTexas,29.5751,-95.0236
Soddy-Daisy,Tennessee,Soddy-DaisyTennessee,35.2571,-85.174
Okmulgee,Oklahoma,OkmulgeeOklahoma,35.6137,-96.0068
Monroe,Ohio,MonroeOhio,39.4461,-84.3666
Nesconset,New York,NesconsetNew York,40.8467,-73.1522
Hockessin,Delaware,HockessinDelaware,39.7837,-75.6815
Twentynine Palms,California,Twentynine PalmsCalifornia,34.1478,-116.0659
Palmetto,Florida,PalmettoFlorida,27.5251,-82.5751
Setauket-East Setauket,New York,Setauket-East SetauketNew York,40.9307,-73.1018
Waianae,Hawaii,WaianaeHawaii,21.4569,-158.1759
Brecksville,Ohio,BrecksvilleOhio,41.3079,-81.6193
DeRidder,Louisiana,DeRidderLouisiana,30.8467,-93.2931
East Islip,New York,East IslipNew York,40.7275,-73.1861
Atlantic Beach,Florida,Atlantic BeachFlorida,30.3372,-81.4128
Glenn Dale,Maryland,Glenn DaleMaryland,38.9833,-76.804
Brevard,North Carolina,BrevardNorth Carolina,35.2439,-82.7265
Fort Campbell North,Kentucky,Fort Campbell NorthKentucky,36.6554,-87.4658
Alpena,Michigan,AlpenaMichigan,45.074,-83.4399
Verona,New Jersey,VeronaNew Jersey,40.8323,-74.243
Belle Chasse,Louisiana,Belle ChasseLouisiana,29.8472,-90.0069
East Milton,Florida,East MiltonFlorida,30.6175,-86.9636
Havre de Grace,Maryland,Havre de GraceMaryland,39.5481,-76.1146
Berkeley Heights,New Jersey,Berkeley HeightsNew Jersey,40.6764,-74.4244
Piney Green,North Carolina,Piney GreenNorth Carolina,34.7498,-77.3209
Rincon,Georgia,RinconGeorgia,32.2945,-81.2354
Taos,New Mexico,TaosNew Mexico,36.3871,-105.5803
Warrington,Florida,WarringtonFlorida,30.3821,-87.2944
Washington,Pennsylvania,WashingtonPennsylvania,40.1739,-80.2465
Lone Tree,Colorado,Lone TreeColorado,39.5309,-104.871
Vadnais Heights,Minnesota,Vadnais HeightsMinnesota,45.057,-93.0747
Lyndhurst,Ohio,LyndhurstOhio,41.5172,-81.4922
Brookside,Delaware,BrooksideDelaware,39.6666,-75.7153
Palos Verdes Estates,California,Palos Verdes EstatesCalifornia,33.7871,-118.3976
Fruitville,Florida,FruitvilleFlorida,27.3328,-82.4616
Baker,Louisiana,BakerLouisiana,30.5833,-91.1581
St. James,New York,St. JamesNew York,40.8761,-73.1521
West Haven,Utah,West HavenUtah,41.2082,-112.054
Millbury,Massachusetts,MillburyMassachusetts,42.1925,-71.7741
Swansea,Illinois,SwanseaIllinois,38.5507,-89.9859
Richton Park,Illinois,Richton ParkIllinois,41.4822,-87.7352
Chesterton,Indiana,ChestertonIndiana,41.5994,-87.0549
Olivehurst,California,OlivehurstCalifornia,39.0817,-121.5549
Marshall,Minnesota,MarshallMinnesota,44.4488,-95.7897
Bluffdale,Utah,BluffdaleUtah,40.4743,-111.9383
Spring Creek,Nevada,Spring CreekNevada,40.7387,-115.5972
Western Springs,Illinois,Western SpringsIllinois,41.8022,-87.9006
Groveland,Florida,GrovelandFlorida,28.6021,-81.8205
Englewood,Ohio,EnglewoodOhio,39.8643,-84.3071
Artesia,New Mexico,ArtesiaNew Mexico,32.8492,-104.4275
Newark,New York,NewarkNew York,43.0418,-77.093
Oatfield,Oregon,OatfieldOregon,45.4127,-122.5942
Hampton Bays,New York,Hampton BaysNew York,40.8692,-72.5227
Vidalia,Georgia,VidaliaGeorgia,32.2125,-82.4019
Price,Utah,PriceUtah,39.604,-110.8004
Solana Beach,California,Solana BeachCalifornia,32.9942,-117.2575
Santa Fe,Texas,Santa FeTexas,29.3891,-95.1005
California,Maryland,CaliforniaMaryland,38.2969,-76.495
Lawrenceburg,Kentucky,LawrenceburgKentucky,38.0331,-84.9031
Jensen Beach,Florida,Jensen BeachFlorida,27.2438,-80.2423
Jasper,Alabama,JasperAlabama,33.8514,-87.2719
Reidsville,North Carolina,ReidsvilleNorth Carolina,36.3379,-79.6727
Youngsville,Louisiana,YoungsvilleLouisiana,30.0964,-91.9964
South Park Township,Pennsylvania,South Park TownshipPennsylvania,40.2989,-79.9944
Rendon,Texas,RendonTexas,32.5789,-97.235
Timberlake,Virginia,TimberlakeVirginia,37.3166,-79.2482
Kent,New York,KentNew York,41.4735,-73.7319
Moss Point,Mississippi,Moss PointMississippi,30.424,-88.5289
Lockhart,Texas,LockhartTexas,29.8785,-97.6831
North Auburn,California,North AuburnCalifornia,38.9306,-121.0821
Lake Forest Park,Washington,Lake Forest ParkWashington,47.7597,-122.2878
Charlton,Massachusetts,CharltonMassachusetts,42.1351,-71.968
Fortuna,California,FortunaCalifornia,40.586,-124.1424
Newington,Virginia,NewingtonVirginia,38.7358,-77.1993
