city,state,key,lat,lng
Montgomeryville,Pennsylvania,MontgomeryvillePennsylvania,40.2502,-75.2405
Van Buren,New York,Van BurenNew York,43.1211,-76.3591
Riverdale,Illinois,RiverdaleIllinois,41.644,-87.6366
Lakeland Village,California,Lakeland VillageCalifornia,33.648,-117.3706
San Marino,California,San MarinoCalifornia,34.1224,-118.1132
Pelham,New Hampshire,PelhamNew Hampshire,42.7336,-71.324
Pecos,Texas,PecosTexas,31.4046,-103.5057
Middleburg,Florida,MiddleburgFlorida,30.0502,-81.9011
Dardenne Prairie,Missouri,Dardenne PrairieMissouri,38.7558,-90.7313
New Providence,New Jersey,New ProvidenceNew Jersey,40.6996,-74.4034
Stony Brook,New York,Stony BrookNew York,40.906,-73.1278
Fruita,Colorado,FruitaColorado,39.154,-108.7286
Franklin,Louisiana,FranklinLouisiana,29.7851,-91.5098
Elfers,Florida,ElfersFlorida,28.214,-82.723
Dayton,Texas,DaytonTexas,30.0293,-94.9039
Kettering,Maryland,KetteringMaryland,38.8888,-76.789
Talladega,Alabama,TalladegaAlabama,33.4329,-86.0976
Warrenville,Illinois,WarrenvilleIllinois,41.821,-88.1857
La Homa,Texas,La HomaTexas,26.2773,-98.3579
Sharon,Pennsylvania,SharonPennsylvania,41.2339,-80.4997
Warrensville Heights,Ohio,Warrensville HeightsOhio,41.4363,-81.5222
Dallas,Georgia,DallasGeorgia,33.9153,-84.8416
Lapeer,Michigan,LapeerMichigan,43.0448,-83.3255
Oakland,New Jersey,OaklandNew Jersey,41.0314,-74.2408
Lahaina,Hawaii,LahainaHawaii,20.8848,-156.6618
Homosassa Springs,Florida,Homosassa SpringsFlorida,28.8118,-82.5392
Clayton,Ohio,ClaytonOhio,39.8689,-84.3292
Kingston,Massachusetts,KingstonMassachusetts,41.9862,-70.7482
Bensville,Maryland,BensvilleMaryland,38.6176,-77.0077
Kittanning,Pennsylvania,KittanningPennsylvania,40.8279,-79.5233
Powell,Ohio,PowellOhio,40.1678,-83.0817
Globe,Arizona,GlobeArizona,33.3869,-110.7514
Big Bear City,California,Big Bear CityCalifornia,34.2536,-116.7903
Georgetown,Georgia,GeorgetownGeorgia,31.9849,-81.226
Huron,South Dakota,HuronSouth Dakota,44.3622,-98.2102
Medway,Massachusetts,MedwayMassachusetts,42.1535,-71.429
Schodack,New York,SchodackNew York,42.5297,-73.6858
Mercerville,New Jersey,MercervilleNew Jersey,40.236,-74.6916
Monfort Heights,Ohio,Monfort HeightsOhio,39.1823,-84.6075
Bellefonte,Pennsylvania,BellefontePennsylvania,40.9141,-77.7683
Fort Morgan,Colorado,Fort MorganColorado,40.2539,-103.7919
Weigelstown,Pennsylvania,WeigelstownPennsylvania,39.9843,-76.8315
McPherson,Kansas,McPhersonKansas,38.3714,-97.6606
Washington,Indiana,WashingtonIndiana,38.6592,-87.1721
Andover,Kansas,AndoverKansas,37.6868,-97.1353
Verona,Wisconsin,VeronaWisconsin,42.9884,-89.5381
Mounds View,Minnesota,Mounds ViewMinnesota,45.1072,-93.2078
Newton,North Carolina,NewtonNorth Carolina,35.6631,-81.2332
Rocky Point,New York,Rocky PointNew York,40.9357,-72.9364
East Greenwich,Rhode Island,East GreenwichRhode Island,41.6362,-71.5058
Worthington,Minnesota,WorthingtonMinnesota,43.6282,-95.599
Short Hills,New Jersey,Short HillsNew Jersey,40.7389,-74.3278
Lake Tapps,Washington,Lake TappsWashington,47.2305,-122.1696
Shiloh,Illinois,ShilohIllinois,38.5534,-89.916
Stoughton,Wisconsin,StoughtonWisconsin,42.9236,-89.2219
Luling,Louisiana,LulingLouisiana,29.9008,-90.3523
New Ulm,Minnesota,New UlmMinnesota,44.3119,-94.468
Glenn Heights,Texas,Glenn HeightsTexas,32.5506,-96.8548
Bonita,California,BonitaCalifornia,32.6652,-117.0296
Dunmore,Pennsylvania,DunmorePennsylvania,41.4152,-75.6072
Borger,Texas,BorgerTexas,35.6598,-101.4012
New Kingman-Butler,Arizona,New Kingman-ButlerArizona,35.2645,-114.0091
North Palm Beach,Florida,North Palm BeachFlorida,26.8217,-80.0577
Port Clinton,Ohio,Port ClintonOhio,41.5094,-82.9383
Bay St. Louis,Mississippi,Bay St. LouisMississippi,30.3281,-89.3774
Clinton,Connecticut,ClintonConnecticut,41.298,-72.53
Lakeside,Virginia,LakesideVirginia,37.6133,-77.4768
Rochester,Michigan,RochesterMichigan,42.6866,-83.1197
Bellefontaine,Ohio,BellefontaineOhio,40.3627,-83.763
Marion,North Carolina,MarionNorth Carolina,35.6775,-82.0014
Martinsville,Indiana,MartinsvilleIndiana,39.4227,-86.4208
Taylorville,Illinois,TaylorvilleIllinois,39.5328,-89.2804
Chelsea,Alabama,ChelseaAlabama,33.3257,-86.6303
Wawarsing,New York,WawarsingNew York,41.7526,-74.4172
Glen Carbon,Illinois,Glen CarbonIllinois,38.7579,-89.9832
Rogers,Minnesota,RogersMinnesota,45.1865,-93.5783
Maryville,Missouri,MaryvilleMissouri,40.3428,-94.8708
Oxford,Connecticut,OxfordConnecticut,41.4313,-73.135
Muscoy,California,MuscoyCalifornia,34.1548,-117.3482
Summerfield,Maryland,SummerfieldMaryland,38.9042,-76.8678
Ridge,New York,RidgeNew York,40.9068,-72.8816
Lawrenceburg,Indiana,LawrenceburgIndiana,39.0986,-84.8712
Moody,Alabama,MoodyAlabama,33.5986,-86.4963
Forest Hill,Texas,Forest HillTexas,32.6619,-97.2662
Superior,Colorado,SuperiorColorado,39.9341,-105.1588
Commerce,California,CommerceCalifornia,33.9963,-118.1519
Mahomet,Illinois,MahometIllinois,40.1885,-88.3903
Artondale,Washington,ArtondaleWashington,47.3024,-122.639
South Daytona,Florida,South DaytonaFlorida,29.1656,-81.0056
Fallsburg,New York,FallsburgNew York,41.7391,-74.6038
West Carrollton,Ohio,West CarrolltonOhio,39.67,-84.254
Tarboro,North Carolina,TarboroNorth Carolina,35.9046,-77.5563
Trenton,Ohio,TrentonOhio,39.4791,-84.462
South Sioux City,Nebraska,South Sioux CityNebraska,42.4627,-96.4126
Port Neches,Texas,Port NechesTexas,29.9765,-93.946
Farmington,New York,FarmingtonNew York,42.9894,-77.3087
Oak Island,North Carolina,Oak IslandNorth Carolina,33.9433,-78.1366
East Hampton,Connecticut,East HamptonConnecticut,41.5696,-72.5074
Port Royal,South Carolina,Port RoyalSouth Carolina,32.3557,-80.7027
Herrin,Illinois,HerrinIllinois,37.7984,-89.0304
Hamilton Square,New Jersey,Hamilton SquareNew Jersey,40.2248,-74.6525
Greenville,Ohio,GreenvilleOhio,40.1043,-84.6209
Malibu,California,MalibuCalifornia,34.0368,-118.7845
York,Maine,YorkMaine,43.186,-70.6661
Keokuk,Iowa,KeokukIowa,40.4095,-91.403
Sturgis,Michigan,SturgisMichigan,41.8004,-85.4181
Justice,Illinois,JusticeIllinois,41.7495,-87.8345
Woodland Park,New Jersey,Woodland ParkNew Jersey,40.8905,-74.1945
Lumberton,Texas,LumbertonTexas,30.2562,-94.2071
Endicott,New York,EndicottNew York,42.098,-76.0639
Suamico,Wisconsin,SuamicoWisconsin,44.6352,-88.0664
German Flatts,New York,German FlattsNew York,42.9868,-74.9804
Channahon,Illinois,ChannahonIllinois,41.4211,-88.2593
Sun Village,California,Sun VillageCalifornia,34.5596,-117.9559
Bastrop,Louisiana,BastropLouisiana,32.7749,-91.9058
Red Oak,Texas,Red OakTexas,32.5204,-96.7862
Riverton,Wyoming,RivertonWyoming,43.0425,-108.4142
Hammonton,New Jersey,HammontonNew Jersey,39.6572,-74.7678
Plover,Wisconsin,PloverWisconsin,44.4614,-89.5382
Camp Pendleton South,California,Camp Pendleton SouthCalifornia,33.2284,-117.3791
Loveland,Ohio,LovelandOhio,39.2679,-84.2731
Dover,Ohio,DoverOhio,40.5302,-81.4805
Panama City Beach,Florida,Panama City BeachFlorida,30.2369,-85.8774
Cedartown,Georgia,CedartownGeorgia,34.0225,-85.248
Grimes,Iowa,GrimesIowa,41.6776,-93.7946
Pennsville,New Jersey,PennsvilleNew Jersey,39.6266,-75.5089
Lewisboro,New York,LewisboroNew York,41.2697,-73.5827
Cloquet,Minnesota,CloquetMinnesota,46.7221,-92.4923
St. Ann,Missouri,St. AnnMissouri,38.7266,-90.3872
Wickliffe,Ohio,WickliffeOhio,41.6072,-81.469
Prairie Ridge,Washington,Prairie RidgeWashington,47.1443,-122.1408
Lynnfield,Massachusetts,LynnfieldMassachusetts,42.5356,-71.0382
Glendale,Wisconsin,GlendaleWisconsin,43.1288,-87.9277
Forrest City,Arkansas,Forrest CityArkansas,35.0102,-90.7874
Lilburn,Georgia,LilburnGeorgia,33.8887,-84.1379
Frederick,Colorado,FrederickColorado,40.1095,-104.967
Joppatowne,Maryland,JoppatowneMaryland,39.4181,-76.3516
Davidson,North Carolina,DavidsonNorth Carolina,35.4862,-80.8271
Santaquin,Utah,SantaquinUtah,39.9712,-111.7937
Spearfish,South Dakota,SpearfishSouth Dakota,44.4912,-103.8167
Fergus Falls,Minnesota,Fergus FallsMinnesota,46.2854,-96.0759
Paris,Kentucky,ParisKentucky,38.2016,-84.2719
West Monroe,Louisiana,West MonroeLouisiana,32.512,-92.1513
Charlotte,Michigan,CharlotteMichigan,42.5662,-84.8304
Mount Vernon,Virginia,Mount VernonVirginia,38.714,-77.1043
Florence,New Jersey,FlorenceNew Jersey,40.0978,-74.7886
Peru,Indiana,PeruIndiana,40.7585,-86.0714
Boone,Iowa,BooneIowa,42.053,-93.877
Cedar Grove,New Jersey,Cedar GroveNew Jersey,40.8565,-74.2287
Sault Ste. Marie,Michigan,Sault Ste. MarieMichigan,46.4817,-84.3723
Oskaloosa,Iowa,OskaloosaIowa,41.2922,-92.6403
Vinings,Georgia,ViningsGeorgia,33.8608,-84.4686
Goldenrod,Florida,GoldenrodFlorida,28.6114,-81.2916
Richmond Hill,Georgia,Richmond HillGeorgia,31.9012,-81.3126
Bedford,Ohio,BedfordOhio,41.3919,-81.5359
Chatham,Illinois,ChathamIllinois,39.6729,-89.6957
Lakeland,Tennessee,LakelandTennessee,35.2585,-89.7308
Lindale,Texas,LindaleTexas,32.4933,-95.4069
Jacksonville,Alabama,JacksonvilleAlabama,33.8088,-85.7544
Medfield,Massachusetts,MedfieldMassachusetts,42.1848,-71.305
LaBelle,Florida,LaBelleFlorida,26.7219,-81.4506
Grand Terrace,California,Grand TerraceCalifornia,34.0312,-117.3132
Verde Village,Arizona,Verde VillageArizona,34.712,-111.994
Derby,Connecticut,DerbyConnecticut,41.3265,-73.0833
San Anselmo,California,San AnselmoCalifornia,37.9821,-122.5699
Spring Lake,North Carolina,Spring LakeNorth Carolina,35.1841,-78.9962
Royse City,Texas,Royse CityTexas,32.9764,-96.3192
Windsor Locks,Connecticut,Windsor LocksConnecticut,41.9267,-72.6544
Minden,Louisiana,MindenLouisiana,32.6187,-93.2762
Virginia,Minnesota,VirginiaMinnesota,47.5169,-92.5128
Kingsbury,New York,KingsburyNew York,43.344,-73.5395
Jackson,Wyoming,JacksonWyoming,43.4721,-110.7745
Parker,South Carolina,ParkerSouth Carolina,34.8514,-82.4512
Markham,Illinois,MarkhamIllinois,41.6,-87.6905
Corinth,Mississippi,CorinthMississippi,34.9474,-88.5143
Choctaw,Oklahoma,ChoctawOklahoma,35.48,-97.2666
Cypress Lake,Florida,Cypress LakeFlorida,26.5391,-81.9
Brunswick,New York,BrunswickNew York,42.7558,-73.5903
Azle,Texas,AzleTexas,32.8955,-97.5379
South Charleston,West Virginia,South CharlestonWest Virginia,38.3482,-81.711
Moss Bluff,Louisiana,Moss BluffLouisiana,30.3039,-93.2051
Cornwall,New York,CornwallNew York,41.4195,-74.054
Lakeland North,Washington,Lakeland NorthWashington,47.3374,-122.2814
Woodhaven,Michigan,WoodhavenMichigan,42.132,-83.2374
Lincolnwood,Illinois,LincolnwoodIllinois,42.0054,-87.7329
Winnetka,Illinois,WinnetkaIllinois,42.1064,-87.7421
Hudson,Florida,HudsonFlorida,28.3594,-82.6888
Platteville,Wisconsin,PlattevilleWisconsin,42.7279,-90.4675
Cedar Lake,Indiana,Cedar LakeIndiana,41.3694,-87.438
Irondale,Alabama,IrondaleAlabama,33.544,-86.6599
New Kensington,Pennsylvania,New KensingtonPennsylvania,40.5711,-79.7521
Coventry,Connecticut,CoventryConnecticut,41.7828,-72.3394
Ringwood,New Jersey,RingwoodNew Jersey,41.1064,-74.2749
Arkansas City,Kansas,Arkansas CityKansas,37.0726,-97.0385
Oregon,Wisconsin,OregonWisconsin,42.9252,-89.3887
North St. Paul,Minnesota,North St. PaulMinnesota,45.0137,-92.9995
Marion,Arkansas,MarionArkansas,35.2041,-90.2061
Colonial Park,Pennsylvania,Colonial ParkPennsylvania,40.2997,-76.8068
Bayou Blue,Louisiana,Bayou BlueLouisiana,29.6341,-90.6732
Wells Branch,Texas,Wells BranchTexas,30.4432,-97.6792
Carnot-Moon,Pennsylvania,Carnot-MoonPennsylvania,40.5187,-80.2178
Fredericksburg,Texas,FredericksburgTexas,30.2671,-98.8757
Avenal,California,AvenalCalifornia,36.0312,-120.116
Cheney,Washington,CheneyWashington,47.4901,-117.5789
Truckee,California,TruckeeCalifornia,39.3454,-120.1848
Kewanee,Illinois,KewaneeIllinois,41.2399,-89.9264
Marysville,California,MarysvilleCalifornia,39.1518,-121.5836
Finneytown,Ohio,FinneytownOhio,39.216,-84.5146
Plymouth,Indiana,PlymouthIndiana,41.3482,-86.3187
Palos Heights,Illinois,Palos HeightsIllinois,41.6637,-87.7959
Larkspur,California,LarkspurCalifornia,37.9394,-122.5313
Lumberton,New Jersey,LumbertonNew Jersey,39.9569,-74.8035
New Baltimore,Michigan,New BaltimoreMichigan,42.6903,-82.7398
Terryville,New York,TerryvilleNew York,40.909,-73.0492
Eatontown,New Jersey,EatontownNew Jersey,40.2913,-74.0558
Othello,Washington,OthelloWashington,46.8222,-119.1651
St. Peter,Minnesota,St. PeterMinnesota,44.3296,-93.9659
Gulfport,Florida,GulfportFlorida,27.7463,-82.71
Northlake,Illinois,NorthlakeIllinois,41.9143,-87.9054
Sandpoint,Idaho,SandpointIdaho,48.2822,-116.5613
Magalia,California,MagaliaCalifornia,39.8228,-121.6078
Lakeland Highlands,Florida,Lakeland HighlandsFlorida,27.9572,-81.9496
Trophy Club,Texas,Trophy ClubTexas,33.0039,-97.1898
Ulster,New York,UlsterNew York,41.9699,-74.0041
Jefferson,Georgia,JeffersonGeorgia,34.1371,-83.6022
Elkhorn,Wisconsin,ElkhornWisconsin,42.6711,-88.5377
Marshall,Missouri,MarshallMissouri,39.1145,-93.201
Ellwood City,Pennsylvania,Ellwood CityPennsylvania,40.8619,-80.283
North Castle,New York,North CastleNew York,41.1331,-73.695
North Smithfield,Rhode Island,North SmithfieldRhode Island,41.9727,-71.5514
Waconia,Minnesota,WaconiaMinnesota,44.8413,-93.7926
Newington Forest,Virginia,Newington ForestVirginia,38.7371,-77.2339
Palmer Town,Massachusetts,Palmer TownMassachusetts,42.1888,-72.3112
Pine Castle,Florida,Pine CastleFlorida,28.4651,-81.374
Shepherdsville,Kentucky,ShepherdsvilleKentucky,37.9806,-85.6999
Warwick,New York,WarwickNew York,41.2551,-74.355
Wilmington,Ohio,WilmingtonOhio,39.4387,-83.8184
Ishpeming,Michigan,IshpemingMichigan,46.4862,-87.6658
Middle Valley,Tennessee,Middle ValleyTennessee,35.1878,-85.1958
Irmo,South Carolina,IrmoSouth Carolina,34.1016,-81.1953
Fulton,Missouri,FultonMissouri,38.8551,-91.951
Yulee,Florida,YuleeFlorida,30.635,-81.5678
Holiday City-Berkeley,New Jersey,Holiday City-BerkeleyNew Jersey,39.9639,-74.2787
Beatrice,Nebraska,BeatriceNebraska,40.2738,-96.7455
Tyngsborough,Massachusetts,TyngsboroughMassachusetts,42.6662,-71.429
Blythe,California,BlytheCalifornia,33.6219,-114.6195
Green River,Wyoming,Green RiverWyoming,41.5124,-109.4708
Holly Hill,Florida,Holly HillFlorida,29.2443,-81.0462
Gladstone,Oregon,GladstoneOregon,45.3864,-122.5933
Travilah,Maryland,TravilahMaryland,39.0571,-77.2458
Blue Ash,Ohio,Blue AshOhio,39.2478,-84.3825
Pontiac,Illinois,PontiacIllinois,40.8881,-88.6414
Woolwich,New Jersey,WoolwichNew Jersey,39.7401,-75.317
Lake Wylie,South Carolina,Lake WylieSouth Carolina,35.0997,-81.0677
Freeport,Texas,FreeportTexas,28.9454,-95.3602
Portales,New Mexico,PortalesNew Mexico,34.1753,-103.3566
Athens,Texas,AthensTexas,32.2041,-95.8321
Florida City,Florida,Florida CityFlorida,25.4418,-80.4685
Neosho,Missouri,NeoshoMissouri,36.844,-94.3755
Highlands,New York,HighlandsNew York,41.3601,-74.0084
Clayton,California,ClaytonCalifornia,37.9403,-121.9301
Ottawa,Kansas,OttawaKansas,38.6,-95.2642
North Greenbush,New York,North GreenbushNew York,42.6706,-73.6632
Babylon,New York,BabylonNew York,40.6949,-73.327
Harwich,Massachusetts,HarwichMassachusetts,41.6957,-70.0684
Speedway,Indiana,SpeedwayIndiana,39.7937,-86.2479
Cascades,Virginia,CascadesVirginia,39.0464,-77.3874
Kelso,Washington,KelsoWashington,46.1248,-122.8909
Lansdowne,Virginia,LansdowneVirginia,39.0846,-77.4839
Riverview,Michigan,RiverviewMichigan,42.1728,-83.1935
Robertsville,New Jersey,RobertsvilleNew Jersey,40.3395,-74.2939
Mays Chapel,Maryland,Mays ChapelMaryland,39.4343,-76.6516
Lakewood Park,Florida,Lakewood ParkFlorida,27.539,-80.3865
Fate,Texas,FateTexas,32.9432,-96.3863
Jesup,Georgia,JesupGeorgia,31.5991,-81.8898
Amherst,Ohio,AmherstOhio,41.4022,-82.2303
Ocean Pines,Maryland,Ocean PinesMaryland,38.3825,-75.1475
James Island,South Carolina,James IslandSouth Carolina,32.7353,-79.9396
Newberry,South Carolina,NewberrySouth Carolina,34.2822,-81.6012
Richmond,Texas,RichmondTexas,29.5824,-95.7602
Waimea,Hawaii,WaimeaHawaii,20.0124,-155.6378
Loganville,Georgia,LoganvilleGeorgia,33.8353,-83.8957
Valley Falls,Rhode Island,Valley FallsRhode Island,41.9234,-71.3923
Poquoson,Virginia,PoquosonVirginia,37.1318,-76.3569
Batesville,Arkansas,BatesvilleArkansas,35.7687,-91.6226
Pepperell,Massachusetts,PepperellMassachusetts,42.6713,-71.6043
Tucson Estates,Arizona,Tucson EstatesArizona,32.1792,-111.1254
Belmont,North Carolina,BelmontNorth Carolina,35.2214,-81.0403
Glen Rock,New Jersey,Glen RockNew Jersey,40.9601,-74.125
Broussard,Louisiana,BroussardLouisiana,30.1393,-91.9539
Gatesville,Texas,GatesvilleTexas,31.4419,-97.7351
Los Alamos,New Mexico,Los AlamosNew Mexico,35.8926,-106.2862
Festus,Missouri,FestusMissouri,38.2198,-90.4095
Leeds,Alabama,LeedsAlabama,33.5429,-86.5636
Weston,Massachusetts,WestonMassachusetts,42.3589,-71.3001
Cottonwood,Arizona,CottonwoodArizona,34.7194,-112.0015
Portland,Tennessee,PortlandTennessee,36.5883,-86.5194
Overlea,Maryland,OverleaMaryland,39.3642,-76.5176
Norton,Ohio,NortonOhio,41.0294,-81.6461
Delavan,Wisconsin,DelavanWisconsin,42.6281,-88.6324
Kingsburg,California,KingsburgCalifornia,36.5242,-119.5608
Glenwood Springs,Colorado,Glenwood SpringsColorado,39.5455,-107.3347
North Valley,New Mexico,North ValleyNew Mexico,35.1737,-106.6231
Woodinville,Washington,WoodinvilleWashington,47.7569,-122.1477
Wanaque,New Jersey,WanaqueNew Jersey,41.044,-74.29
Rehoboth,Massachusetts,RehobothMassachusetts,41.8439,-71.2456
Upper,New Jersey,UpperNew Jersey,39.2563,-74.727
Manchester,Tennessee,ManchesterTennessee,35.463,-86.0774
Mount Sinai,New York,Mount SinaiNew York,40.9372,-73.018
Elgin,Texas,ElginTexas,30.3512,-97.3876
Patterson,New York,PattersonNew York,41.4849,-73.5921
Greensburg,Indiana,GreensburgIndiana,39.3515,-85.5024
Lake Station,Indiana,Lake StationIndiana,41.5729,-87.2599
Brown Deer,Wisconsin,Brown DeerWisconsin,43.1743,-87.975
Pell City,Alabama,Pell CityAlabama,33.5609,-86.2668
Cordele,Georgia,CordeleGeorgia,31.9563,-83.7695
Lansing,Kansas,LansingKansas,39.2427,-94.8951
Scotts Valley,California,Scotts ValleyCalifornia,37.0555,-122.0118
Macedonia,Ohio,MacedoniaOhio,41.3147,-81.4989
Lexington Park,Maryland,Lexington ParkMaryland,38.2543,-76.4415
Holly Springs,Georgia,Holly SpringsGeorgia,34.1686,-84.4843
East Bethel,Minnesota,East BethelMinnesota,45.3557,-93.2038
Grants,New Mexico,GrantsNew Mexico,35.1538,-107.8335
Somerset,Pennsylvania,SomersetPennsylvania,40.005,-79.0778
Georgetown,South Carolina,GeorgetownSouth Carolina,33.3595,-79.2958
Stafford,Connecticut,StaffordConnecticut,41.9876,-72.3122
Somersworth,New Hampshire,SomersworthNew Hampshire,43.2534,-70.8856
Garden City,Idaho,Garden CityIdaho,43.6526,-116.2743
Plymouth,Connecticut,PlymouthConnecticut,41.6642,-73.0263
Robstown,Texas,RobstownTexas,27.7886,-97.6685
Silver City,New Mexico,Silver CityNew Mexico,32.7784,-108.2698
Crestwood,Missouri,CrestwoodMissouri,38.5569,-90.3782
El Campo,Texas,El CampoTexas,29.1986,-96.2725
Berkley,Colorado,BerkleyColorado,39.8045,-105.0281
Falmouth,Maine,FalmouthMaine,43.7476,-70.2827
Newport,Oregon,NewportOregon,44.6231,-124.0524
Otsego,Michigan,OtsegoMichigan,42.4575,-85.6979
Spencer,Massachusetts,SpencerMassachusetts,42.2471,-71.9919
Bucyrus,Ohio,BucyrusOhio,40.8054,-82.9718
Prineville,Oregon,PrinevilleOregon,44.298,-120.8616
Shady Hills,Florida,Shady HillsFlorida,28.4042,-82.5467
Healdsburg,California,HealdsburgCalifornia,38.6229,-122.8651
Sedro-Woolley,Washington,Sedro-WoolleyWashington,48.5113,-122.2321
Mango,Florida,MangoFlorida,27.9915,-82.307
Winfield,Kansas,WinfieldKansas,37.274,-96.9499
Lantana,Florida,LantanaFlorida,26.5834,-80.0564
Lincoln City,Oregon,Lincoln CityOregon,44.975,-124.0073
Lake Los Angeles,California,Lake Los AngelesCalifornia,34.6097,-117.8339
Gulf Shores,Alabama,Gulf ShoresAlabama,30.2758,-87.7014
Largo,Maryland,LargoMaryland,38.88,-76.8289
Stone Ridge,Virginia,Stone RidgeVirginia,38.9295,-77.5553
Cadillac,Michigan,CadillacMichigan,44.2494,-85.4163
Griswold,Connecticut,GriswoldConnecticut,41.5852,-71.9227
Jupiter Farms,Florida,Jupiter FarmsFlorida,26.9224,-80.2187
Enumclaw,Washington,EnumclawWashington,47.2017,-121.9897
Port Lavaca,Texas,Port LavacaTexas,28.6181,-96.6278
Bogalusa,Louisiana,BogalusaLouisiana,30.7812,-89.8633
Goulds,Florida,GouldsFlorida,25.5614,-80.388
Florham Park,New Jersey,Florham ParkNew Jersey,40.7773,-74.3953
Port Washington,Wisconsin,Port WashingtonWisconsin,43.3847,-87.8852
Nanakuli,Hawaii,NanakuliHawaii,21.3892,-158.1445
Red Bank,Tennessee,Red BankTennessee,35.1117,-85.2962
Malvern,Arkansas,MalvernArkansas,34.3689,-92.8187
Lovington,New Mexico,LovingtonNew Mexico,32.9125,-103.3277
Chowchilla,California,ChowchillaCalifornia,37.1095,-120.2349
Newton,New Jersey,NewtonNew Jersey,41.0534,-74.7527
Franklin,Ohio,FranklinOhio,39.5538,-84.295
Vail,Arizona,VailArizona,32.0217,-110.6937
Elma,New York,ElmaNew York,42.8231,-78.6371
Cocoa Beach,Florida,Cocoa BeachFlorida,28.3326,-80.6274
East Grand Rapids,Michigan,East Grand RapidsMichigan,42.9464,-85.6088
Coolidge,Arizona,CoolidgeArizona,32.9395,-111.5261
The Pinery,Colorado,The PineryColorado,39.4461,-104.7592
Diamond Springs,California,Diamond SpringsCalifornia,38.692,-120.8391
Miller Place,New York,Miller PlaceNew York,40.9374,-72.9864
Martinsville,New Jersey,MartinsvilleNew Jersey,40.603,-74.5751
Tomball,Texas,TomballTexas,30.0964,-95.6186
Putnam Valley,New York,Putnam ValleyNew York,41.3979,-73.8368
Weatherford,Oklahoma,WeatherfordOklahoma,35.5384,-98.6872
Orange City,Florida,Orange CityFlorida,28.9349,-81.2882
